year,county,State,industry,GreatLakeConsumption,GroundwaterConsumption,InlandConsumption,AllConsumption,Industry Rank
2014,Ogemaw,Michigan,Commercial-Institutional,0,4872953,0,4872953,4
2014,Ogemaw,Michigan,Electric Power Generation,0,0,0,0,5
2014,Ogemaw,Michigan,Industrial-Manufacturing,0,0,0,0,5
2014,Ogemaw,Michigan,Other,0,0,0,0,5
2014,Ontonagon,Michigan,Public Water Supply,924120000,34916720,0,959036720,1
2014,Ontonagon,Michigan,Commercial-Institutional,0,0,0,0,2
2014,Ontonagon,Michigan,Electric Power Generation,0,0,0,0,2
2014,Ontonagon,Michigan,Industrial-Manufacturing,0,0,0,0,2
2014,Ontonagon,Michigan,Irrigation,0,0,0,0,2
2014,Ontonagon,Michigan,Livestock,0,0,0,0,2
2014,Ontonagon,Michigan,Other,0,0,0,0,2
2014,Osceola,Michigan,Public Water Supply,0,752509895,0,752509895,1
2014,Osceola,Michigan,Irrigation,0,160153856,43536000,203689856,2
2014,Osceola,Michigan,Commercial-Institutional,0,187474584,4545100,192019684,3
2014,Osceola,Michigan,Industrial-Manufacturing,0,154613471,0,154613471,4
2014,Osceola,Michigan,Livestock,0,9808000,0,9808000,5
2014,Osceola,Michigan,Electric Power Generation,0,0,0,0,6
2014,Osceola,Michigan,Other,0,0,0,0,6
2014,Oscoda,Michigan,Irrigation,0,36371200,45200000,81571200,1
2014,Oscoda,Michigan,Public Water Supply,0,26977800,0,26977800,2
2014,Oscoda,Michigan,Commercial-Institutional,0,18000,0,18000,3
2014,Oscoda,Michigan,Electric Power Generation,0,0,0,0,4
2014,Oscoda,Michigan,Industrial-Manufacturing,0,0,0,0,4
2014,Oscoda,Michigan,Livestock,0,0,0,0,4
2014,Oscoda,Michigan,Other,0,0,0,0,4
2014,Otsego,Michigan,Irrigation,0,753645980,0,753645980,1
2014,Otsego,Michigan,Public Water Supply,0,381623020,0,381623020,2
2014,Otsego,Michigan,Industrial-Manufacturing,0,997880,0,997880,3
2014,Otsego,Michigan,Commercial-Institutional,0,0,0,0,4
2014,Otsego,Michigan,Electric Power Generation,0,0,0,0,4
2014,Otsego,Michigan,Livestock,0,0,0,0,4
2014,Otsego,Michigan,Other,0,0,0,0,4
2014,Ottawa,Michigan,Electric Power Generation,241040908562,540657359,20615725770,262197291691,1
2014,Ottawa,Michigan,Public Water Supply,6155973300,72653218,0,6228626518,2
2014,Ottawa,Michigan,Irrigation,0,1430940027,1107504808,2538444835,3
2014,Ottawa,Michigan,Industrial-Manufacturing,0,137976721,114915445,252892166,4
2014,Ottawa,Michigan,Livestock,0,55137777,0,55137777,5
2014,Ottawa,Michigan,Commercial-Institutional,0,10563593,0,10563593,6
2014,Ottawa,Michigan,Other,0,1638250,0,1638250,7
2014,Presque Isle,Michigan,Industrial-Manufacturing,2991402000,712652,8545212252,11537326904,1
2014,Presque Isle,Michigan,Public Water Supply,0,170695000,0,170695000,2
2014,Presque Isle,Michigan,Irrigation,0,80579102,20244000,100823102,3
2014,Presque Isle,Michigan,Commercial-Institutional,0,202050,0,202050,4
2014,Presque Isle,Michigan,Electric Power Generation,0,0,0,0,5
2014,Presque Isle,Michigan,Livestock,0,0,0,0,5
2014,Presque Isle,Michigan,Other,0,0,0,0,5
2014,Roscommon,Michigan,Public Water Supply,0,107687473,0,107687473,1
2014,Roscommon,Michigan,Irrigation,0,56039248,15866200,71905448,2
2014,Roscommon,Michigan,Commercial-Institutional,0,8937680,0,8937680,3
2014,Roscommon,Michigan,Electric Power Generation,0,0,0,0,4
2014,Roscommon,Michigan,Industrial-Manufacturing,0,0,0,0,4
2014,Roscommon,Michigan,Livestock,0,0,0,0,4
2014,Roscommon,Michigan,Other,0,0,0,0,4
2014,Saginaw,Michigan,Irrigation,0,353620135,112740294,466360429,1
2014,Saginaw,Michigan,Public Water Supply,0,156646600,0,156646600,2
2014,Saginaw,Michigan,Industrial-Manufacturing,0,729000,0,729000,3
2014,Saginaw,Michigan,Commercial-Institutional,0,545700,0,545700,4
2014,Saginaw,Michigan,Electric Power Generation,0,0,0,0,5
2014,Saginaw,Michigan,Livestock,0,0,0,0,5
2014,Saginaw,Michigan,Other,0,0,0,0,5
2014,Saint Clair,Michigan,Electric Power Generation,452997400000,0,0,452997400000,1
2014,Saint Clair,Michigan,Industrial-Manufacturing,5138485938,0,0,5138485938,2
2014,Saint Clair,Michigan,Public Water Supply,3943208000,153145146,0,4096353146,3
2014,Saint Clair,Michigan,Irrigation,3420227,29582190,101051971,134054388,4
2014,Saint Clair,Michigan,Commercial-Institutional,0,0,0,0,5
2014,Saint Clair,Michigan,Livestock,0,0,0,0,5
2014,Saint Clair,Michigan,Other,0,0,0,0,5
2014,Saint Joseph,Michigan,Irrigation,0,16932162494,3921251437,20853413931,1
2014,Saint Joseph,Michigan,Public Water Supply,0,1266312235,0,1266312235,2
2014,Saint Joseph,Michigan,Other,0,1017311783,0,1017311783,3
2014,Saint Joseph,Michigan,Industrial-Manufacturing,0,603812247,88974334,692786581,4
2014,Saint Joseph,Michigan,Commercial-Institutional,0,23732087,6340,23738427,5
2014,Saint Joseph,Michigan,Electric Power Generation,0,0,0,0,6
2014,Saint Joseph,Michigan,Livestock,0,0,0,0,6
2014,Sanilac,Michigan,Public Water Supply,108679000,513526299,0,622205299,1
2014,Sanilac,Michigan,Irrigation,0,321793700,31065676,352859376,2
2014,Sanilac,Michigan,Industrial-Manufacturing,0,87961088,0,87961088,3
2014,Sanilac,Michigan,Livestock,0,64800000,0,64800000,4
2014,Sanilac,Michigan,Commercial-Institutional,0,273000,0,273000,5
2014,Sanilac,Michigan,Electric Power Generation,0,0,0,0,6
2014,Sanilac,Michigan,Other,0,0,0,0,6
2014,Schoolcraft,Michigan,Industrial-Manufacturing,974334000,412430,1742480000,2717226430,1
2014,Schoolcraft,Michigan,Livestock,0,617760000,810000000,1427760000,2
2014,Schoolcraft,Michigan,Public Water Supply,145910000,7440533,0,153350533,3
2014,Schoolcraft,Michigan,Irrigation,0,7338446,37346837,44685283,4
2014,Schoolcraft,Michigan,Commercial-Institutional,0,0,0,0,5
2014,Schoolcraft,Michigan,Electric Power Generation,0,0,0,0,5
2014,Schoolcraft,Michigan,Other,0,0,0,0,5
2014,Shiawassee,Michigan,Public Water Supply,0,1106621854,0,1106621854,1
2014,Shiawassee,Michigan,Irrigation,0,19994800,45624800,65619600,2
2014,Shiawassee,Michigan,Livestock,0,62377490,0,62377490,3
2014,Shiawassee,Michigan,Industrial-Manufacturing,0,854000,6635000,7489000,4
2014,Shiawassee,Michigan,Other,0,42500,0,42500,5
2014,Shiawassee,Michigan,Commercial-Institutional,0,0,0,0,6
2014,Shiawassee,Michigan,Electric Power Generation,0,0,0,0,6
2014,Tuscola,Michigan,Irrigation,1412000,406566678,1114127178,1522105856,1
2014,Tuscola,Michigan,Public Water Supply,0,714841117,0,714841117,2
2014,Tuscola,Michigan,Industrial-Manufacturing,0,32197876,91500000,123697876,3
2014,Tuscola,Michigan,Livestock,0,6441510,0,6441510,4
2014,Tuscola,Michigan,Commercial-Institutional,0,2746240,0,2746240,5
2014,Tuscola,Michigan,Electric Power Generation,0,0,0,0,6
2014,Tuscola,Michigan,Other,0,0,0,0,6
2014,Van Buren,Michigan,Electric Power Generation,42299990000,0,0,42299990000,1
2014,Van Buren,Michigan,Irrigation,0,6706015582,650602739,7356618321,2
2014,Van Buren,Michigan,Livestock,0,1425707412,0,1425707412,3
2014,Van Buren,Michigan,Public Water Supply,501175400,838037875,0,1339213275,4
2014,Van Buren,Michigan,Industrial-Manufacturing,0,451676765,0,451676765,5
2014,Van Buren,Michigan,Other,0,20769144,0,20769144,6
2014,Van Buren,Michigan,Commercial-Institutional,0,8658814,0,8658814,7
2014,Washtenaw,Michigan,Public Water Supply,0,2457924037,4423456100,6881380137,1
2014,Washtenaw,Michigan,Industrial-Manufacturing,0,1650405351,204700000,1855105351,2
2014,Washtenaw,Michigan,Irrigation,0,1005173528,235115367,1240288895,3
2014,Washtenaw,Michigan,Livestock,0,120888000,0,120888000,4
2014,Washtenaw,Michigan,Commercial-Institutional,0,72483568,0,72483568,5
2014,Washtenaw,Michigan,Other,0,496000,0,496000,6
2014,Washtenaw,Michigan,Electric Power Generation,0,0,0,0,7
2014,Wayne,Michigan,Electric Power Generation,210228000000,0,61620000000,271848000000,1
2014,Wayne,Michigan,Public Water Supply,196202773000,0,0,196202773000,2
2014,Wayne,Michigan,Industrial-Manufacturing,90206133300,538330000,35380096471,126124559771,3
2014,Wayne,Michigan,Irrigation,27985613,128590559,212579027,369155199,4
2014,Wayne,Michigan,Commercial-Institutional,0,4440000,0,4440000,5
2014,Wayne,Michigan,Livestock,0,0,0,0,6
2014,Wayne,Michigan,Other,0,0,0,0,6
2014,Wexford,Michigan,Livestock,0,1074919900,0,1074919900,1
2014,Wexford,Michigan,Public Water Supply,0,957777353,0,957777353,2
2014,Wexford,Michigan,Irrigation,0,367469859,0,367469859,3
2014,Wexford,Michigan,Commercial-Institutional,0,37805500,0,37805500,4
2014,Wexford,Michigan,Industrial-Manufacturing,0,11623460,0,11623460,5
2014,Wexford,Michigan,Electric Power Generation,0,0,0,0,6
2014,Wexford,Michigan,Other,0,0,0,0,6
2015,Alcona,Michigan,Industrial-Manufacturing,1328730136,101122557,0,1429852693,1
2015,Alcona,Michigan,Livestock,0,18662400,259200000,277862400,2
2015,Alcona,Michigan,Electric Power Generation,0,156889000,0,156889000,3
2015,Alcona,Michigan,Irrigation,0,32694683,9312000,42006683,4
2015,Alcona,Michigan,Public Water Supply,0,22010080,0,22010080,5
2015,Alcona,Michigan,Commercial-Institutional,0,0,0,0,6
2015,Alcona,Michigan,Other,0,0,0,0,6
2015,Alger,Michigan,Industrial-Manufacturing,0,893367436,331162688,1224530124,1
2015,Alger,Michigan,Public Water Supply,0,149849550,0,149849550,2
2015,Alger,Michigan,Irrigation,0,10400000,0,10400000,3
2015,Alger,Michigan,Commercial-Institutional,0,1268400,0,1268400,4
2015,Alger,Michigan,Electric Power Generation,0,0,0,0,5
2015,Alger,Michigan,Livestock,0,0,0,0,5
2015,Alger,Michigan,Other,0,0,0,0,5
2015,Allegan,Michigan,Irrigation,0,3032486847,2420390010,5452876857,1
2015,Allegan,Michigan,Industrial-Manufacturing,0,12833000,1604400000,1617233000,2
2015,Allegan,Michigan,Public Water Supply,0,1500503561,0,1500503561,3
2015,Allegan,Michigan,Other,0,476286391,71616300,547902691,4
2015,Allegan,Michigan,Livestock,0,170562897,2988024,173550921,5
2015,Allegan,Michigan,Commercial-Institutional,0,33328518,0,33328518,6
2015,Allegan,Michigan,Electric Power Generation,0,0,0,0,7
2015,Alpena,Michigan,Electric Power Generation,40839120000,0,361020000,41200140000,1
2015,Alpena,Michigan,Public Water Supply,737300000,1302585,0,738602585,2
2015,Alpena,Michigan,Irrigation,0,15851000,26500000,42351000,3
2015,Alpena,Michigan,Industrial-Manufacturing,0,2200000,0,2200000,4
2015,Alpena,Michigan,Commercial-Institutional,0,0,0,0,5
2015,Alpena,Michigan,Livestock,0,0,0,0,5
2015,Alpena,Michigan,Other,0,0,0,0,5
2015,Antrim,Michigan,Irrigation,0,3274835750,46033866,3320869616,1
2015,Antrim,Michigan,Public Water Supply,0,437416220,0,437416220,2
2015,Antrim,Michigan,Other,0,3954993,0,3954993,3
2015,Antrim,Michigan,Commercial-Institutional,0,730500,0,730500,4
2015,Antrim,Michigan,Livestock,0,240000,0,240000,5
2015,Antrim,Michigan,Electric Power Generation,0,0,0,0,6
2015,Arenac,Michigan,Public Water Supply,15536607800,5462400,0,15542070200,1
2015,Arenac,Michigan,Industrial-Manufacturing,127003872,0,0,127003872,2
2015,Arenac,Michigan,Irrigation,0,28751937,59727630,88479567,3
2015,Arenac,Michigan,Commercial-Institutional,0,2312310,236774,2549084,4
2015,Arenac,Michigan,Electric Power Generation,0,0,0,0,5
2015,Arenac,Michigan,Livestock,0,0,0,0,5
2015,Arenac,Michigan,Other,0,0,0,0,5
2015,Baraga,Michigan,Electric Power Generation,4927800000,0,0,4927800000,1
2015,Baraga,Michigan,Industrial-Manufacturing,0,146633130,97940000,244573130,2
2015,Baraga,Michigan,Public Water Supply,186670000,0,0,186670000,3
2015,Baraga,Michigan,Irrigation,0,0,3509000,3509000,4
2015,Baraga,Michigan,Commercial-Institutional,0,0,0,0,5
2015,Baraga,Michigan,Livestock,0,0,0,0,5
2015,Baraga,Michigan,Other,0,0,0,0,5
2015,Barry,Michigan,Irrigation,0,822689997,505451620,1328141617,1
2015,Barry,Michigan,Industrial-Manufacturing,0,40810000,797872071,838682071,2
2015,Barry,Michigan,Public Water Supply,0,574059749,0,574059749,3
2015,Barry,Michigan,Livestock,0,144935948,2000000,146935948,4
2015,Barry,Michigan,Commercial-Institutional,0,6028000,0,6028000,5
2015,Barry,Michigan,Other,0,180000,0,180000,6
2015,Barry,Michigan,Electric Power Generation,0,0,0,0,7
2015,Bay,Michigan,Electric Power Generation,0,0,174022052888,174022052888,1
2015,Bay,Michigan,Public Water Supply,3292850400,0,0,3292850400,2
2015,Bay,Michigan,Irrigation,7300000,38527100,691785113,737612213,3
2015,Bay,Michigan,Industrial-Manufacturing,0,41788570,0,41788570,4
2015,Bay,Michigan,Commercial-Institutional,0,0,0,0,5
2015,Bay,Michigan,Livestock,0,0,0,0,5
2015,Bay,Michigan,Other,0,0,0,0,5
2015,Benzie,Michigan,Industrial-Manufacturing,0,300388500,0,300388500,1
2015,Benzie,Michigan,Irrigation,0,285330148,0,285330148,2
2015,Benzie,Michigan,Public Water Supply,0,247599097,0,247599097,3
2015,Benzie,Michigan,Other,0,11757000,0,11757000,4
2015,Benzie,Michigan,Commercial-Institutional,0,8662951,0,8662951,5
2015,Benzie,Michigan,Livestock,0,3001700,93000,3094700,6
2015,Benzie,Michigan,Electric Power Generation,0,0,0,0,7
2015,Berrien,Michigan,Electric Power Generation,765421000000,0,0,765421000000,1
2015,Berrien,Michigan,Public Water Supply,3540399000,1100885117,0,4641284117,2
2015,Berrien,Michigan,Irrigation,1680000,3212146975,1157068157,4370895132,3
2015,Berrien,Michigan,Industrial-Manufacturing,0,42924530,147333600,190258130,4
2015,Berrien,Michigan,Other,0,45174630,0,45174630,5
2015,Berrien,Michigan,Commercial-Institutional,0,29624510,0,29624510,6
2015,Berrien,Michigan,Livestock,0,0,0,0,7
2015,Branch,Michigan,Irrigation,0,4730668107,2211568139,6942236246,1
2015,Branch,Michigan,Industrial-Manufacturing,0,1432925677,450467261,1883392938,2
2015,Branch,Michigan,Public Water Supply,0,1012431644,0,1012431644,3
2015,Branch,Michigan,Livestock,0,19515000,0,19515000,4
2015,Branch,Michigan,Other,0,6500,0,6500,5
2015,Branch,Michigan,Commercial-Institutional,0,0,0,0,6
2015,Branch,Michigan,Electric Power Generation,0,0,0,0,6
2015,Calhoun,Michigan,Public Water Supply,0,4571930760,0,4571930760,1
2015,Calhoun,Michigan,Irrigation,0,1441055357,896817955,2337873312,2
2015,Calhoun,Michigan,Industrial-Manufacturing,0,180000,399267000,399447000,3
2015,Calhoun,Michigan,Commercial-Institutional,0,130897573,461,130898034,4
2015,Calhoun,Michigan,Other,0,43844600,0,43844600,5
2015,Calhoun,Michigan,Livestock,0,13356000,0,13356000,6
2015,Calhoun,Michigan,Electric Power Generation,0,0,0,0,7
2015,Cass,Michigan,Irrigation,0,10648662366,576792610,11225454976,1
2015,Cass,Michigan,Industrial-Manufacturing,354047500,3954580550,1037915280,5346543330,2
2015,Cass,Michigan,Public Water Supply,0,444801320,0,444801320,3
2015,Cass,Michigan,Livestock,0,39857864,0,39857864,4
2015,Cass,Michigan,Other,0,17801195,0,17801195,5
2015,Cass,Michigan,Commercial-Institutional,0,5868350,0,5868350,6
2015,Cass,Michigan,Electric Power Generation,0,0,0,0,7
2015,Charlevoix,Michigan,Public Water Supply,329431000,643880265,0,973311265,1
2015,Charlevoix,Michigan,Commercial-Institutional,0,581034199,0,581034199,2
2015,Charlevoix,Michigan,Industrial-Manufacturing,0,4375612,248797917,253173529,3
2015,Charlevoix,Michigan,Irrigation,0,51427850,39800000,91227850,4
2015,Charlevoix,Michigan,Electric Power Generation,0,0,0,0,5
2015,Charlevoix,Michigan,Livestock,0,0,0,0,5
2015,Charlevoix,Michigan,Other,0,0,0,0,5
2015,Cheboygan,Michigan,Irrigation,0,88723230,4632256060,4720979290,1
2015,Cheboygan,Michigan,Public Water Supply,0,359017799,0,359017799,2
2015,Cheboygan,Michigan,Industrial-Manufacturing,303600000,0,0,303600000,3
2015,Cheboygan,Michigan,Commercial-Institutional,0,0,0,0,4
2015,Cheboygan,Michigan,Electric Power Generation,0,0,0,0,4
2015,Cheboygan,Michigan,Livestock,0,0,0,0,4
2015,Cheboygan,Michigan,Other,0,0,0,0,4
2015,Chippewa,Michigan,Public Water Supply,633870000,347629400,0,981499400,1
2015,Chippewa,Michigan,Industrial-Manufacturing,0,28828450,298570000,327398450,2
2015,Chippewa,Michigan,Other,163044000,0,0,163044000,3
2015,Chippewa,Michigan,Irrigation,12000000,43781708,0,55781708,4
2015,Chippewa,Michigan,Livestock,0,24645000,0,24645000,5
2015,Chippewa,Michigan,Commercial-Institutional,0,1199400,0,1199400,6
2015,Chippewa,Michigan,Electric Power Generation,0,0,0,0,7
2015,Clare,Michigan,Public Water Supply,0,407023600,0,407023600,1
2015,Clare,Michigan,Industrial-Manufacturing,0,224966777,0,224966777,2
2015,Clare,Michigan,Irrigation,0,78914233,5341000,84255233,3
2015,Clare,Michigan,Commercial-Institutional,0,15061750,0,15061750,4
2015,Clare,Michigan,Livestock,0,2187000,0,2187000,5
2015,Clare,Michigan,Electric Power Generation,0,0,0,0,6
2015,Clare,Michigan,Other,0,0,0,0,6
2015,Clinton,Michigan,Irrigation,0,218158715,547054037,765212752,1
2015,Clinton,Michigan,Public Water Supply,0,423871900,0,423871900,2
2015,Clinton,Michigan,Livestock,0,330246486,0,330246486,3
2015,Clinton,Michigan,Industrial-Manufacturing,0,39855692,0,39855692,4
2015,Clinton,Michigan,Commercial-Institutional,0,8637400,0,8637400,5
2015,Clinton,Michigan,Electric Power Generation,0,0,0,0,6
2015,Clinton,Michigan,Other,0,0,0,0,6
2015,Crawford,Michigan,Industrial-Manufacturing,13734254000,55900187,165140057,13955294244,1
2015,Crawford,Michigan,Livestock,0,0,3153600000,3153600000,2
2015,Crawford,Michigan,Public Water Supply,0,241910526,0,241910526,3
2015,Crawford,Michigan,Irrigation,0,43192000,102416236,145608236,4
2015,Crawford,Michigan,Electric Power Generation,0,54533097,0,54533097,5
2015,Crawford,Michigan,Commercial-Institutional,0,32170000,0,32170000,6
2015,Crawford,Michigan,Other,0,0,0,0,7
2015,Delta,Michigan,Industrial-Manufacturing,0,17684700,7791000000,7808684700,1
2015,Delta,Michigan,Public Water Supply,997730000,29617450,0,1027347450,2
2015,Delta,Michigan,Irrigation,13700000,20536498,57903845,92140343,3
2015,Delta,Michigan,Commercial-Institutional,0,0,0,0,4
2015,Delta,Michigan,Electric Power Generation,0,0,0,0,4
2015,Delta,Michigan,Livestock,0,0,0,0,4
2015,Delta,Michigan,Other,0,0,0,0,4
2015,Dickinson,Michigan,Public Water Supply,0,855933721,0,855933721,1
2015,Dickinson,Michigan,Irrigation,0,30174716,30673192,60847908,2
2015,Dickinson,Michigan,Industrial-Manufacturing,0,1040000,0,1040000,3
2015,Dickinson,Michigan,Commercial-Institutional,0,223000,0,223000,4
2015,Dickinson,Michigan,Electric Power Generation,0,0,0,0,5
2015,Dickinson,Michigan,Livestock,0,0,0,0,5
2015,Dickinson,Michigan,Other,0,0,0,0,5
2015,Eaton,Michigan,Public Water Supply,0,960365219,0,960365219,1
2015,Eaton,Michigan,Electric Power Generation,0,0,470260000,470260000,2
2015,Eaton,Michigan,Irrigation,0,42315006,42652780,84967786,3
2015,Eaton,Michigan,Industrial-Manufacturing,0,9720376,0,9720376,4
2015,Eaton,Michigan,Commercial-Institutional,0,943047,0,943047,5
2015,Eaton,Michigan,Livestock,0,0,0,0,6
2015,Eaton,Michigan,Other,0,0,0,0,6
2015,Emmet,Michigan,Livestock,0,1664208280,0,1664208280,1
2015,Emmet,Michigan,Public Water Supply,0,1400372913,0,1400372913,2
2015,Emmet,Michigan,Other,0,302505998,92000000,394505998,3
2015,Emmet,Michigan,Irrigation,49200000,234157213,0,283357213,4
2015,Emmet,Michigan,Industrial-Manufacturing,0,5686560,0,5686560,5
2015,Emmet,Michigan,Commercial-Institutional,0,1968573,0,1968573,6
2015,Emmet,Michigan,Electric Power Generation,0,0,0,0,7
2015,Genesee,Michigan,Public Water Supply,0,1540342503,0,1540342503,1
2015,Genesee,Michigan,Irrigation,0,109965445,59635900,169601345,2
2015,Genesee,Michigan,Electric Power Generation,0,36917125,0,36917125,3
2015,Genesee,Michigan,Commercial-Institutional,0,6165378,0,6165378,4
2015,Genesee,Michigan,Industrial-Manufacturing,0,5553678,0,5553678,5
2015,Genesee,Michigan,Livestock,0,0,0,0,6
2015,Genesee,Michigan,Other,0,0,0,0,6
2015,Gladwin,Michigan,Public Water Supply,0,162676061,0,162676061,1
2015,Gladwin,Michigan,Industrial-Manufacturing,0,61250000,0,61250000,2
2015,Gladwin,Michigan,Irrigation,0,0,541825,541825,3
2015,Gladwin,Michigan,Commercial-Institutional,0,0,0,0,4
2015,Gladwin,Michigan,Electric Power Generation,0,0,0,0,4
2015,Gladwin,Michigan,Livestock,0,0,0,0,4
2015,Gladwin,Michigan,Other,0,0,0,0,4
2015,Gogebic,Michigan,Public Water Supply,0,541446200,0,541446200,1
2015,Gogebic,Michigan,Industrial-Manufacturing,0,214717861,0,214717861,2
2015,Gogebic,Michigan,Commercial-Institutional,0,0,27000000,27000000,3
2015,Gogebic,Michigan,Electric Power Generation,0,0,0,0,4
2015,Gogebic,Michigan,Irrigation,0,0,0,0,4
2015,Gogebic,Michigan,Livestock,0,0,0,0,4
2015,Gogebic,Michigan,Other,0,0,0,0,4
2015,Grand Traverse,Michigan,Public Water Supply,2016040000,660738143,0,2676778143,1
2015,Grand Traverse,Michigan,Irrigation,0,506449356,53544515,559993871,2
2015,Grand Traverse,Michigan,Industrial-Manufacturing,0,49482331,95760000,145242331,3
2015,Grand Traverse,Michigan,Other,0,25989599,0,25989599,4
2015,Grand Traverse,Michigan,Commercial-Institutional,0,12702436,0,12702436,5
2015,Grand Traverse,Michigan,Electric Power Generation,0,0,0,0,6
2015,Grand Traverse,Michigan,Livestock,0,0,0,0,6
2015,Gratiot,Michigan,Irrigation,0,2333317753,163297909,2496615662,1
2015,Gratiot,Michigan,Public Water Supply,0,732351100,100586300,832937400,2
2015,Gratiot,Michigan,Livestock,0,297022078,0,297022078,3
2015,Gratiot,Michigan,Industrial-Manufacturing,0,134512515,0,134512515,4
2015,Gratiot,Michigan,Commercial-Institutional,0,300500,0,300500,5
2015,Gratiot,Michigan,Electric Power Generation,0,0,0,0,6
2015,Gratiot,Michigan,Other,0,0,0,0,6
2015,Hillsdale,Michigan,Irrigation,0,1113282812,224684411,1337967223,1
2015,Hillsdale,Michigan,Public Water Supply,0,735272269,0,735272269,2
2015,Hillsdale,Michigan,Electric Power Generation,0,394727068,0,394727068,3
2015,Hillsdale,Michigan,Commercial-Institutional,0,146695903,0,146695903,4
2015,Hillsdale,Michigan,Livestock,0,103815300,0,103815300,5
2015,Hillsdale,Michigan,Other,0,5003500,0,5003500,6
2015,Houghton,Michigan,Public Water Supply,0,1411412000,0,1411412000,1
2015,Houghton,Michigan,Irrigation,0,487081,10332000,10819081,2
2015,Houghton,Michigan,Industrial-Manufacturing,0,9100000,0,9100000,3
2015,Houghton,Michigan,Commercial-Institutional,0,0,0,0,4
2015,Houghton,Michigan,Electric Power Generation,0,0,0,0,4
2015,Houghton,Michigan,Livestock,0,0,0,0,4
2015,Houghton,Michigan,Other,0,0,0,0,4
2015,Huron,Michigan,Public Water Supply,758617160,182413789,0,941030949,1
2015,Huron,Michigan,Irrigation,2826000,85268147,196020560,284114707,2
2015,Huron,Michigan,Industrial-Manufacturing,0,31953396,143325000,175278396,3
2015,Huron,Michigan,Livestock,0,78576784,0,78576784,4
2015,Huron,Michigan,Commercial-Institutional,0,5758642,0,5758642,5
2015,Huron,Michigan,Other,0,500666,0,500666,6
2015,Huron,Michigan,Electric Power Generation,0,0,0,0,7
2015,Ingham,Michigan,Electric Power Generation,0,0,27467157634,27467157634,1
2015,Ingham,Michigan,Public Water Supply,0,9521244481,0,9521244481,2
2015,Ingham,Michigan,Irrigation,0,177380061,50044530,227424591,3
2015,Ingham,Michigan,Commercial-Institutional,0,24062500,72000,24134500,4
2015,Ingham,Michigan,Industrial-Manufacturing,0,15765000,0,15765000,5
2015,Ingham,Michigan,Livestock,0,55300,0,55300,6
2015,Ingham,Michigan,Other,0,12070,0,12070,7
2015,Ionia,Michigan,Public Water Supply,0,1821502504,0,1821502504,1
2015,Ionia,Michigan,Irrigation,0,340158515,308408041,648566556,2
2015,Ionia,Michigan,Livestock,0,153466575,0,153466575,3
2015,Ionia,Michigan,Industrial-Manufacturing,0,69256378,14581876,83838254,4
2015,Ionia,Michigan,Commercial-Institutional,0,25113077,0,25113077,5
2015,Ionia,Michigan,Other,0,8500,0,8500,6
2015,Ionia,Michigan,Electric Power Generation,0,0,0,0,7
2015,Iosco,Michigan,Public Water Supply,432920420,4061434,0,436981854,1
2015,Iosco,Michigan,Irrigation,0,117656000,0,117656000,2
2015,Iosco,Michigan,Commercial-Institutional,0,2708460,0,2708460,3
2015,Iosco,Michigan,Electric Power Generation,0,0,0,0,4
2015,Iosco,Michigan,Industrial-Manufacturing,0,0,0,0,4
2015,Iosco,Michigan,Livestock,0,0,0,0,4
2015,Iosco,Michigan,Other,0,0,0,0,4
2015,Iron,Michigan,Commercial-Institutional,0,0,1038000000,1038000000,1
2015,Iron,Michigan,Public Water Supply,0,459531000,0,459531000,2
2015,Iron,Michigan,Industrial-Manufacturing,0,0,420000000,420000000,3
2015,Iron,Michigan,Irrigation,0,21839000,13632000,35471000,4
2015,Iron,Michigan,Electric Power Generation,0,0,0,0,5
2015,Iron,Michigan,Livestock,0,0,0,0,5
2015,Iron,Michigan,Other,0,0,0,0,5
2015,Isabella,Michigan,Irrigation,0,2584259102,433017052,3017276154,1
2015,Isabella,Michigan,Public Water Supply,0,1098650520,0,1098650520,2
2015,Isabella,Michigan,Industrial-Manufacturing,0,224368107,279138600,503506707,3
2015,Isabella,Michigan,Livestock,0,49774295,0,49774295,4
2015,Isabella,Michigan,Electric Power Generation,0,24592631,0,24592631,5
2015,Isabella,Michigan,Other,0,300000,0,300000,6
2015,Isabella,Michigan,Commercial-Institutional,0,22500,0,22500,7
2015,Jackson,Michigan,Industrial-Manufacturing,0,7363202260,1498127511,8861329771,1
2015,Jackson,Michigan,Public Water Supply,0,3957821252,0,3957821252,2
2015,Jackson,Michigan,Irrigation,0,1556723486,464691795,2021415281,3
2015,Jackson,Michigan,Livestock,0,678600000,0,678600000,4
2015,Jackson,Michigan,Commercial-Institutional,0,132096355,0,132096355,5
2015,Jackson,Michigan,Other,0,46000,0,46000,6
2015,Jackson,Michigan,Electric Power Generation,0,0,0,0,7
2015,Kalamazoo,Michigan,Public Water Supply,0,8886151307,0,8886151307,1
2015,Kalamazoo,Michigan,Irrigation,0,4681565798,1024826460,5706392258,2
2015,Kalamazoo,Michigan,Other,0,147000000,0,147000000,3
2015,Kalamazoo,Michigan,Livestock,0,70647976,0,70647976,4
2015,Kalamazoo,Michigan,Commercial-Institutional,0,69483329,0,69483329,5
2015,Kalamazoo,Michigan,Electric Power Generation,0,0,0,0,6
2015,Kalkaska,Michigan,Irrigation,0,1347001604,392129967,1739131571,1
